Recency,Frequency,Monetary
0.012345679012345734,0.045454545454545456,0.08899892954291637
0.8703703703703702,0.0,0.04442281046730935
0.48148148148148096,0.0,0.042323216252411616
0.09259259259259256,0.0,0.04330755792130518
0.7530864197530862,0.0,0.043151932306333
0.7839506172839501,0.0,0.04348905677747622
0.6913580246913575,0.0,0.04363502819797123
0.24074074074074048,0.0,0.04330755792130518
0.882716049382716,0.0,0.044996269619254015
0.765432098765432,0.0,0.043151932306333
0.08024691358024683,0.0,0.04330755792130518
0.7037037037037033,0.0,0.04363502819797123
0.7037037037037033,0.0,0.04363502819797123
0.11728395061728403,0.0,0.04330755792130518
0.7037037037037033,0.0,0.04363502819797123
0.2469135802469129,0.0,0.04330755792130518
0.12962962962962976,0.0,0.004265223120019401
0.6975308641975309,0.0,0.04363502819797123
0.6975308641975309,0.0,0.04363502819797123
0.24074074074074048,0.0,0.04330755792130518
0.0,0.0,0.04281558017074794
0.14814814814814792,0.0,0.04330755792130518
0.7037037037037033,0.0,0.04363502819797123
0.6481481481481479,0.0,0.04363502819797123
0.8765432098765427,0.0,0.04569137162161118
0.12345679012345645,0.0,0.04330755792130518
0.7839506172839501,0.0,0.04412237193517942
0.8395061728395063,0.0,0.044206556511020456
0.4938271604938267,0.0,0.04658843937243102
0.09876543209876498,0.0,0.08661511584261036
0.2839506172839501,0.0,0.042323216252411616
0.734567901234568,0.045454545454545456,0.08664098908380921
0.5740740740740735,0.045454545454545456,0.11549814871166705
0.09259259259259256,0.0,0.04330755792130518
0.09259259259259256,0.0,0.04330755792130518
0.8456790123456788,0.0,0.044206556511020456
0.7407407407407405,0.0,0.04348905677747622
0.37654320987654266,0.0,0.042323216252411616
0.24074074074074048,0.0,0.04330755792130518
0.2839506172839501,0.0,0.042323216252411616
0.8148148148148149,0.0,0.044206556511020456
0.2839506172839501,0.0,0.042323216252411616
0.7530864197530862,0.0,0.043151932306333
0.1419753086419755,0.0,0.04330755792130518
0.4691358024691352,0.0,0.044291899590198754
0.833333333333333,0.045454545454545456,0.09102553804756659
0.2469135802469129,0.0,0.04330755792130518
0.7530864197530862,0.0,0.043151932306333
0.8271604938271606,0.0,0.04468540455708873
0.17283950617283939,0.0,0.08661511584261036
0.15432098765432034,0.0,0.03944588013043203
0.05555555555555536,0.0,0.04330755792130518
0.2469135802469129,0.0,0.04330755792130518
0.6913580246913575,0.0,0.04363502819797123
0.16049382716049365,0.0,0.04330755792130518
0.8148148148148149,0.0,0.044206556511020456
0.6111111111111107,0.0,0.07186312051369582
0.7037037037037033,0.0,0.08727005639594246
0.049382716049382935,0.0,0.04330755792130518
0.8456790123456788,0.0,0.048033093033996666
0.7037037037037033,0.0,0.04363502819797123
0.7716049382716044,0.0,0.043151932306333
0.8024691358024691,0.0,0.044206556511020456
0.3271604938271606,0.0,0.042323216252411616
0.1790123456790118,0.0,0.04330755792130518
0.2469135802469129,0.0,0.04330755792130518
0.7716049382716044,0.0,0.04336818626262189
0.043209876543209624,0.0,0.04330755792130518
0.6358024691358022,0.0,0.04363502819797123
0.12962962962962976,0.0,0.04330755792130518
0.8765432098765427,0.0,0.18086167933554426
0.06172839506172778,0.045454545454545456,0.09088033896262977
0.12345679012345645,0.0,0.04330755792130518
0.15432098765432034,0.0,0.04099055124678129
0.20370370370370328,0.0,0.04330755792130518
0.09259259259259256,0.0,0.04330755792130518
0.8148148148148149,0.0,0.04471629797941571
0.2469135802469129,0.0,0.04330755792130518
0.16666666666666607,0.0,0.04330755792130518
0.48148148148148096,0.0,0.042323216252411616
0.47530864197530853,0.0,0.044291899590198754
0.8395061728395063,0.0,0.08193978254120024
0.7777777777777777,0.0,0.004308087743498093
0.6975308641975309,0.0,0.04363502819797123
0.5061728395061724,0.0,0.042323216252411616
0.7530864197530862,0.0,0.04348905677747622
0.882716049382716,0.0,0.04448652815085876
0.7592592592592586,0.0,0.02629570874917167
0.8148148148148149,0.0,0.044206556511020456
0.09259259259259256,0.0,0.04330755792130518
0.40123456790123413,0.0,0.042323216252411616
0.7716049382716044,0.0,0.04389337444218064
0.7037037037037033,0.0,0.04363502819797123
0.40740740740740744,0.0,0.042323216252411616
0.11111111111111072,0.0,0.004265223120019401
0.09259259259259256,0.0,0.008530446240038802
0.6913580246913575,0.0,0.04363502819797123
0.6913580246913575,0.0,0.04363502819797123
0.024691358024691468,0.0,0.04330755792130518
0.06172839506172778,0.0,0.04330755792130518
0.03086419753086389,0.0,0.04330755792130518
0.7037037037037033,0.0,0.04363502819797123
0.8148148148148149,0.0,0.044206556511020456
0.8271604938271606,0.0,0.055686166079949084
0.7469135802469129,0.0,0.04348905677747622
0.2839506172839501,0.0,0.05030684891726278
0.29629629629629584,0.0,0.01995869549434882
0.216049382716049,0.0,0.04330755792130518
0.24074074074074048,0.0,0.04330755792130518
0.8456790123456788,0.0,0.044206556511020456
0.734567901234568,0.0,0.04348905677747622
0.1790123456790118,0.0,0.04330755792130518
0.6975308641975309,0.0,0.04363502819797123
0.5370370370370372,0.0,0.041695693611394725
0.09259259259259256,0.0,0.008530446240038802
0.3580246913580245,0.0,0.01895620393983815
0.15432098765432034,0.0,0.04330755792130518
0.45061728395061706,0.0,0.04330755792130518
0.6975308641975309,0.0,0.04363502819797123
0.09876543209876498,0.0,0.04330755792130518
0.17283950617283939,0.0,0.05183800416134399
0.8456790123456788,0.0,0.044206556511020456
0.05555555555555536,0.0,0.04330755792130518
0.4320987654320989,0.0,0.042323216252411616
0.5740740740740735,0.0,0.08727005639594246
0.11111111111111072,0.0,0.04330755792130518
0.7777777777777777,0.0,0.04366167377472825
0.13580246913580218,0.0,0.04330755792130518
0.6851851851851851,0.0,0.07254547897934312
0.3888888888888884,0.0,0.011975062829497658
0.09259259259259256,0.0,0.04330755792130518
0.09259259259259256,0.0,0.04330755792130518
0.12345679012345645,0.0,0.047572781041324584
0.882716049382716,0.0,0.04448652815085876
0.13580246913580218,0.0,0.04330755792130518
0.9320987654320989,0.0,0.0469116618035271
0.09259259259259256,0.0,0.047572781041324584
0.7901234567901234,0.0,0.04401424495703497
0.5246913580246915,0.0,0.042323216252411616
0.16049382716049365,0.0,0.04330755792130518
0.09876543209876498,0.0,0.04330755792130518
0.48765432098765427,0.0,0.042323216252411616
0.0370370370370372,0.0,0.047572781041324584
0.8518518518518512,0.0,0.04477808482406968
0.6913580246913575,0.0,0.08547437622318643
0.6975308641975309,0.0,0.04363502819797123
0.09876543209876498,0.0,0.047572781041324584
0.382716049382716,0.0,0.042323216252411616
0.6851851851851851,0.0,0.04363502819797123
0.8703703703703702,0.0,0.0038265365229762103
0.19753086419753085,0.0,0.04330755792130518
0.2530864197530862,0.0,0.08661511584261036
0.06172839506172778,0.0,0.047572781041324584
0.27160493827160437,0.0,0.042323216252411616
0.2777777777777777,0.0,0.0039918163324255814
0.6913580246913575,0.0,0.04363502819797123
0.882716049382716,0.0,0.045475117665322286
0.09876543209876498,0.0,0.05183800416134399
0.12962962962962976,0.0,0.04330755792130518
0.30864197530864157,0.0,0.042323216252411616
0.48148148148148096,0.0,0.004265223120019401
0.6728395061728394,0.0,0.07103710763422806
0.2469135802469129,0.0,0.04330755792130518
0.2530864197530862,0.0,0.04330755792130518
0.09876543209876498,0.0,0.04330755792130518
0.6851851851851851,0.0,0.004147828115176857
0.0,0.0,0.04281558017074794
0.15432098765432034,0.0,0.036742705676820815
0.1049382716049383,0.0,0.04330755792130518
0.18518518518518512,0.0,0.05183800416134399
0.2469135802469129,0.0,0.04330755792130518
0.15432098765432034,0.0,0.04330755792130518
0.2469135802469129,0.0,0.04330755792130518
0.05555555555555536,0.0,0.04330755792130518
0.07407407407407351,0.0,0.04330755792130518
0.6234567901234565,0.0,0.04363502819797123
0.6851851851851851,0.0,0.04363502819797123
0.11728395061728403,0.0,0.04330755792130518
0.3148148148148149,0.0,0.042323216252411616
0.2530864197530862,0.0,0.04330755792130518
0.3580246913580245,0.0,0.08464681867260232
0.34567901234567877,0.0,0.042323216252411616
0.06790123456790109,0.0,0.04330755792130518
0.716049382716049,0.0,0.04910779796319666
0.14814814814814792,0.0,0.04330755792130518
0.5061728395061724,0.0,0.042323216252411616
0.9567901234567895,0.0,0.04634013349047787
0.2098765432098766,0.0,0.04330755792130518
0.006172839506172423,0.0,0.098426443533775
0.7098765432098766,0.0,0.07540350671236834
0.14814814814814792,0.0,0.04330755792130518
0.5740740740740735,0.045454545454545456,0.18570924346642734
0.19135802469135754,0.0,0.04330755792130518
0.6975308641975309,0.0,0.04363502819797123
0.6604938271604937,0.0,0.07006744034093981
0.08024691358024683,0.0,0.04330755792130518
0.024691358024691468,0.0,0.04330755792130518
0.9382716049382713,0.0,0.047004342070508055
0.6851851851851851,0.0,0.005387040518268053
0.08024691358024683,0.0,0.04330755792130518
0.44444444444444464,0.0,0.04330755792130518
0.8456790123456788,0.0,0.048033093033996666
0.48148148148148096,0.0,0.042323216252411616
0.08024691358024683,0.0,0.04330755792130518
0.4629629629629628,0.0,0.04330755792130518
0.7037037037037033,0.0,0.04363502819797123
0.6728395061728394,0.0,0.07502351761774642
0.22222222222222232,0.0,0.216538175774305
0.19753086419753085,0.0,0.04330755792130518
0.33950617283950635,0.0,0.05429866524968836
0.34567901234567877,0.0,0.042323216252411616
0.4259259259259256,0.0,0.042323216252411616
0.8456790123456788,0.0,0.044206556511020456
0.6913580246913575,0.0,0.04363502819797123
0.13580246913580218,0.0,0.04330755792130518
0.049382716049382935,0.0,0.04330755792130518
0.8086419753086416,0.0,0.044206556511020456
0.765432098765432,0.0,0.043151932306333
