Recency,Frequency,Monetary,Recency_Norm,Frequency_Norm,Monetary_Norm,Model K = 2,Model K = 3,Model K = 4,Model K = 5
688,1,112147,0.2469135802469129,0.0,0.04330755792130518,1,1,3,3
787,1,114475,0.8580246913580245,0.0,0.044206556511020456,0,0,0,0
661,1,112147,0.08024691358024683,0.0,0.04330755792130518,1,1,1,1
770,1,112617,0.7530864197530862,0.0,0.04348905677747622,0,2,2,2
785,1,114475,0.8456790123456788,0.0,0.044206556511020456,0,0,0,0
676,1,112147,0.17283950617283939,0.0,0.04330755792130518,1,1,3,3
656,1,123192,0.049382716049382935,0.0,0.047572781041324584,1,1,1,1
784,1,114475,0.8395061728395063,0.0,0.044206556511020456,0,0,0,0
730,1,142733,0.5061728395061724,0.0,0.05511888561246982,1,2,2,4
694,1,109598,0.2839506172839501,0.0,0.042323216252411616,1,1,3,3
785,1,114475,0.8456790123456788,0.0,0.044206556511020456,0,0,0,0
664,1,112147,0.09876543209876498,0.0,0.04330755792130518,1,1,1,1
663,1,112147,0.09259259259259256,0.0,0.04330755792130518,1,1,1,1
690,1,112147,0.25925925925925863,0.0,0.04330755792130518,1,1,3,3
703,1,109598,0.33950617283950635,0.0,0.042323216252411616,1,1,3,4
760,1,192510,0.6913580246913575,0.0,0.07434115915209913,0,2,2,2
732,1,120643,0.5185185185185182,0.0,0.04658843937243102,0,2,2,4
758,1,112995,0.6790123456790118,0.0,0.04363502819797123,0,2,2,2
671,1,112147,0.1419753086419755,0.0,0.04330755792130518,1,1,1,1
790,1,114475,0.8765432098765427,0.0,0.044206556511020456,0,0,0,0
671,1,123192,0.1419753086419755,0.0,0.047572781041324584,1,1,1,1
669,1,112147,0.12962962962962976,0.0,0.04330755792130518,1,1,1,1
649,1,110873,0.006172839506172423,0.0,0.04281558017074794,1,1,1,1
757,1,183954,0.6728395061728394,0.0,0.07103710763422806,0,2,2,2
726,1,109598,0.48148148148148096,0.0,0.042323216252411616,1,2,2,4
689,1,112147,0.2530864197530862,0.0,0.04330755792130518,1,1,3,3
671,1,112147,0.1419753086419755,0.0,0.04330755792130518,1,1,1,1
760,1,112995,0.6913580246913575,0.0,0.04363502819797123,0,2,2,2
760,1,112995,0.6913580246913575,0.0,0.04363502819797123,0,2,2,2
716,1,109598,0.4197530864197532,0.0,0.042323216252411616,1,2,2,4
706,1,119935,0.3580246913580245,0.0,0.0463150325848372,1,2,3,4
663,1,22090,0.09259259259259256,0.0,0.008530446240038802,1,1,1,1
733,2,1649613,0.5246913580246915,0.045454545454545456,0.637027388563564,0,2,3,3
712,1,140609,0.3950617283950617,0.0,0.05429866524968836,1,2,3,4
680,1,112147,0.19753086419753085,0.0,0.04330755792130518,1,1,3,3
672,1,112147,0.14814814814814792,0.0,0.04330755792130518,1,1,3,3
679,1,112147,0.19135802469135754,0.0,0.04330755792130518,1,1,3,3
791,1,115200,0.882716049382716,0.0,0.04448652815085876,0,0,0,0
688,1,112147,0.2469135802469129,0.0,0.04330755792130518,1,1,3,3
762,1,101835,0.7037037037037033,0.0,0.03932539578335679,0,2,2,2
674,1,224294,0.16049382716049365,0.0,0.08661511584261036,1,1,3,3
712,1,109598,0.3950617283950617,0.0,0.042323216252411616,1,2,3,4
754,1,112995,0.6543209876543203,0.0,0.04363502819797123,0,2,2,2
779,1,115875,0.8086419753086416,0.0,0.04474719140174269,0,0,0,0
780,1,114475,0.8148148148148149,0.0,0.044206556511020456,0,0,0,0
760,1,112995,0.6913580246913575,0.0,0.04363502819797123,0,2,2,2
717,1,109598,0.4259259259259256,0.0,0.042323216252411616,1,2,2,4
751,1,112995,0.6358024691358022,0.0,0.04363502819797123,0,2,2,2
783,1,71017,0.833333333333333,0.0,0.02742447716744389,0,0,0,0
778,2,251248,0.8024691358024691,0.045454545454545456,0.09702388216012987,0,0,0,0
760,1,192510,0.6913580246913575,0.0,0.07434115915209913,0,2,2,2
667,1,123192,0.11728395061728403,0.0,0.047572781041324584,1,1,1,1
789,1,114475,0.8703703703703702,0.0,0.044206556511020456,0,0,0,0
700,1,109598,0.3209876543209873,0.0,0.042323216252411616,1,1,3,4
694,1,109598,0.2839506172839501,0.0,0.042323216252411616,1,1,3,3
664,1,219053,0.09876543209876498,0.0,0.08459121051241375,1,1,1,1
725,1,114696,0.47530864197530853,0.0,0.044291899590198754,1,2,2,4
789,1,194049,0.8703703703703702,0.0,0.0749354713641145,0,0,0,0
663,1,112147,0.09259259259259256,0.0,0.04330755792130518,1,1,1,1
650,1,127440,0.012345679012345734,0.0,0.0492132217668875,1,1,1,1
691,1,109598,0.26543209876543195,0.0,0.042323216252411616,1,1,3,3
756,1,186093,0.6666666666666661,0.0,0.07186312051369582,0,2,2,2
781,1,124384,0.8209876543209873,0.0,0.048033093033996666,0,0,0,0
718,1,130272,0.4320987654320989,0.0,0.05030684891726278,1,2,2,4
791,1,115200,0.882716049382716,0.0,0.04448652815085876,0,0,0,0
718,1,328795,0.4320987654320989,0.0,0.12697003492501394,1,2,2,4
688,1,112147,0.2469135802469129,0.0,0.04330755792130518,1,1,3,3
780,1,114475,0.8148148148148149,0.0,0.044206556511020456,0,0,0,0
693,1,109598,0.2777777777777777,0.0,0.042323216252411616,1,1,3,3
762,1,112995,0.7037037037037033,0.0,0.04363502819797123,0,2,2,2
718,1,219197,0.4320987654320989,0.0,0.08464681867260232,1,2,2,4
785,1,125704,0.8456790123456788,0.0,0.04854283450239192,0,0,0,0
689,1,112147,0.2530864197530862,0.0,0.04330755792130518,1,1,3,3
678,1,112147,0.18518518518518512,0.0,0.04330755792130518,1,1,3,3
761,1,112995,0.6975308641975309,0.0,0.04363502819797123,0,2,2,2
751,1,112995,0.6358024691358022,0.0,0.04363502819797123,0,2,2,2
669,1,112147,0.12962962962962976,0.0,0.04330755792130518,1,1,1,1
674,1,95147,0.16049382716049365,0.0,0.036742705676820815,1,1,3,3
669,2,369576,0.12962962962962976,0.045454545454545456,0.14271834312397375,1,1,3,3
670,1,112147,0.13580246913580218,0.0,0.04330755792130518,1,1,1,1
652,1,112147,0.024691358024691468,0.0,0.04330755792130518,1,1,1,1
772,1,111744,0.765432098765432,0.0,0.043151932306333,0,2,2,2
762,1,133362,0.7037037037037033,0.0,0.05150010735464258,0,2,2,2
678,1,112147,0.18518518518518512,0.0,0.04330755792130518,1,1,3,3
655,1,224294,0.043209876543209624,0.0,0.08661511584261036,1,1,1,1
722,1,112147,0.4567901234567895,0.0,0.04330755792130518,1,2,2,4
653,1,112147,0.03086419753086389,0.0,0.04330755792130518,1,1,1,1
692,1,219197,0.27160493827160437,0.0,0.08464681867260232,1,1,3,3
756,1,186093,0.6666666666666661,0.0,0.07186312051369582,0,2,2,2
683,1,112147,0.216049382716049,0.0,0.04330755792130518,1,1,3,3
686,1,112147,0.23456790123456805,0.0,0.04330755792130518,1,1,3,3
770,1,112617,0.7530864197530862,0.0,0.04348905677747622,0,2,2,2
648,1,110873,0.0,0.0,0.04281558017074794,1,1,1,1
687,1,112147,0.24074074074074048,0.0,0.04330755792130518,1,1,3,3
677,1,224294,0.1790123456790118,0.0,0.08661511584261036,1,1,3,3
756,1,27900,0.6666666666666661,0.0,0.010774081036536105,0,2,2,2
765,1,112617,0.7222222222222223,0.0,0.04348905677747622,0,2,2,2
792,1,51240,0.8888888888888884,0.0,0.01978723700043405,0,0,0,0
667,1,112147,0.11728395061728403,0.0,0.04330755792130518,1,1,1,1
777,1,112617,0.7962962962962958,0.0,0.04348905677747622,0,0,0,0
726,1,109598,0.48148148148148096,0.0,0.042323216252411616,1,2,2,4
652,1,112147,0.024691358024691468,0.0,0.04330755792130518,1,1,1,1
731,1,109598,0.5123456790123457,0.0,0.042323216252411616,1,2,2,4
761,1,202694,0.6975308641975309,0.0,0.07827389181432436,0,2,2,2
749,1,181443,0.6234567901234565,0.0,0.07006744034093981,0,2,2,2
688,1,112147,0.2469135802469129,0.0,0.04330755792130518,1,1,3,3
700,1,109598,0.3209876543209873,0.0,0.042323216252411616,1,1,3,4
654,1,112147,0.0370370370370372,0.0,0.04330755792130518,1,1,1,1
669,1,112147,0.12962962962962976,0.0,0.04330755792130518,1,1,1,1
677,1,104973,0.1790123456790118,0.0,0.04053719027413278,1,1,3,3
664,1,112147,0.09876543209876498,0.0,0.04330755792130518,1,1,1,1
761,1,133362,0.6975308641975309,0.0,0.05150010735464258,0,2,2,2
670,1,123192,0.13580246913580218,0.0,0.047572781041324584,1,1,1,1
663,1,112147,0.09259259259259256,0.0,0.04330755792130518,1,1,1,1
712,1,109598,0.3950617283950617,0.0,0.042323216252411616,1,2,3,4
759,1,112995,0.6851851851851851,0.0,0.04363502819797123,0,2,2,2
775,1,112617,0.7839506172839501,0.0,0.04348905677747622,0,0,0,0
770,1,111744,0.7530864197530862,0.0,0.043151932306333,0,2,2,2
715,1,119935,0.41358024691357986,0.0,0.0463150325848372,1,2,2,4
784,1,114475,0.8395061728395063,0.0,0.044206556511020456,0,0,0,0
775,2,341566,0.7839506172839501,0.045454545454545456,0.13190178363173805,0,0,0,0
705,1,219197,0.3518518518518512,0.0,0.08464681867260232,1,1,3,4
658,1,134237,0.06172839506172778,0.0,0.05183800416134399,1,1,1,1
761,1,221340,0.6975308641975309,0.0,0.08547437622318643,0,2,2,2
777,1,110617,0.7962962962962958,0.0,0.04271672121930159,0,0,0,0
760,1,112995,0.6913580246913575,0.0,0.04363502819797123,0,2,2,2
700,1,109598,0.3209876543209873,0.0,0.042323216252411616,1,1,3,4
726,2,283694,0.48148148148148096,0.045454545454545456,0.10955348192039692,1,2,2,4
663,1,112147,0.09259259259259256,0.0,0.04330755792130518,1,1,1,1
719,1,112147,0.43827160493827133,0.0,0.04330755792130518,1,2,2,4
655,1,112147,0.043209876543209624,0.0,0.04330755792130518,1,1,1,1
764,1,112617,0.716049382716049,0.0,0.04348905677747622,0,2,2,2
761,1,112995,0.6975308641975309,0.0,0.04363502819797123,0,2,2,2
762,1,112995,0.7037037037037033,0.0,0.04363502819797123,0,2,2,2
727,1,55224,0.48765432098765427,0.0,0.021325729432317916,1,2,2,4
682,1,112147,0.2098765432098766,0.0,0.04330755792130518,1,1,3,3
779,1,115715,0.8086419753086416,0.0,0.04468540455708873,0,0,0,0
779,1,228949,0.8086419753086416,0.0,0.08841272685426182,0,0,0,0
656,1,112147,0.049382716049382935,0.0,0.04330755792130518,1,1,1,1
800,1,140000,0.9382716049382713,0.0,0.054063489072224184,0,0,0,0
710,1,109598,0.382716049382716,0.0,0.042323216252411616,1,2,3,4
768,1,112617,0.7407407407407405,0.0,0.04348905677747622,0,2,2,2
785,1,207208,0.8456790123456788,0.0,0.0800170531691245,0,0,0,0
648,1,110873,0.0,0.0,0.04281558017074794,1,1,1,1
789,1,124384,0.8703703703703702,0.0,0.048033093033996666,0,0,0,0
791,1,115200,0.882716049382716,0.0,0.04448652815085876,0,0,0,0
667,1,112147,0.11728395061728403,0.0,0.04330755792130518,1,1,1,1
761,1,112995,0.6975308641975309,0.0,0.04363502819797123,0,2,2,2
725,1,114696,0.47530864197530853,0.0,0.044291899590198754,1,2,2,4
791,1,115200,0.882716049382716,0.0,0.04448652815085876,0,0,0,0
663,1,112147,0.09259259259259256,0.0,0.04330755792130518,1,1,1,1
748,1,186093,0.617283950617284,0.0,0.07186312051369582,0,2,2,2
760,1,112995,0.6913580246913575,0.0,0.04363502819797123,0,2,2,2
767,1,114297,0.734567901234568,0.0,0.04413781864634291,0,2,2,2
760,1,112995,0.6913580246913575,0.0,0.04363502819797123,0,2,2,2
670,1,112147,0.13580246913580218,0.0,0.04330755792130518,1,1,1,1
798,1,120000,0.9259259259259256,0.0,0.04634013349047787,0,0,0,0
662,1,112147,0.08641975308641925,0.0,0.04330755792130518,1,1,1,1
663,1,22090,0.09259259259259256,0.0,0.008530446240038802,1,1,1,1
681,1,224294,0.20370370370370328,0.0,0.08661511584261036,1,1,3,3
665,1,112147,0.1049382716049383,0.0,0.04330755792130518,1,1,1,1
679,1,246384,0.19135802469135754,0.0,0.09514556208264917,1,1,3,3
659,1,33134,0.06790123456790109,0.0,0.012795283192279116,1,1,1,1
718,1,328795,0.4320987654320989,0.0,0.12697003492501394,1,2,2,4
770,1,112617,0.7530864197530862,0.0,0.04348905677747622,0,2,2,2
774,1,111744,0.7777777777777777,0.0,0.043151932306333,0,0,0,0
785,1,203878,0.8456790123456788,0.0,0.07873111446476373,0,0,0,0
663,1,112147,0.09259259259259256,0.0,0.04330755792130518,1,1,1,1
668,1,112147,0.12345679012345645,0.0,0.04330755792130518,1,1,1,1
757,1,183954,0.6728395061728394,0.0,0.07103710763422806,0,2,2,2
695,1,109598,0.2901234567901234,0.0,0.042323216252411616,1,1,3,3
672,1,112147,0.14814814814814792,0.0,0.04330755792130518,1,1,3,3
762,1,112995,0.7037037037037033,0.0,0.04363502819797123,0,2,2,2
762,1,112995,0.7037037037037033,0.0,0.04363502819797123,0,2,2,2
663,1,123192,0.09259259259259256,0.0,0.047572781041324584,1,1,1,1
667,1,112147,0.11728395061728403,0.0,0.04330755792130518,1,1,1,1
759,1,192510,0.6851851851851851,0.0,0.07434115915209913,0,2,2,2
728,1,109598,0.4938271604938267,0.0,0.042323216252411616,1,2,2,4
652,1,224294,0.024691358024691468,0.0,0.08661511584261036,1,1,1,1
665,1,112147,0.1049382716049383,0.0,0.04330755792130518,1,1,1,1
772,1,111744,0.765432098765432,0.0,0.043151932306333,0,2,2,2
772,1,140989,0.765432098765432,0.0,0.05444540900574154,0,2,2,2
680,1,246384,0.19753086419753085,0.0,0.09514556208264917,1,1,3,3
688,1,112147,0.2469135802469129,0.0,0.04330755792130518,1,1,3,3
766,1,112617,0.7283950617283947,0.0,0.04348905677747622,0,2,2,2
694,1,109598,0.2839506172839501,0.0,0.042323216252411616,1,1,3,3
730,1,109598,0.5061728395061724,0.0,0.042323216252411616,1,2,2,4
729,1,109598,0.5,0.0,0.042323216252411616,1,2,2,4
766,1,114217,0.7283950617283947,0.0,0.04410692522401593,0,2,2,2
649,1,122059,0.006172839506172423,0.0,0.04713525294761865,1,1,1,1
694,1,109598,0.2839506172839501,0.0,0.042323216252411616,1,1,3,3
729,1,109598,0.5,0.0,0.042323216252411616,1,2,2,4
663,1,112147,0.09259259259259256,0.0,0.04330755792130518,1,1,1,1
669,1,112147,0.12962962962962976,0.0,0.04330755792130518,1,1,1,1
663,1,112147,0.09259259259259256,0.0,0.04330755792130518,1,1,1,1
760,1,112995,0.6913580246913575,0.0,0.04363502819797123,0,2,2,2
650,1,112147,0.012345679012345734,0.0,0.04330755792130518,1,1,1,1
765,1,112617,0.7222222222222223,0.0,0.04348905677747622,0,2,2,2
680,1,112147,0.19753086419753085,0.0,0.04330755792130518,1,1,3,3
669,1,112147,0.12962962962962976,0.0,0.04330755792130518,1,1,1,1
726,1,109598,0.48148148148148096,0.0,0.042323216252411616,1,2,2,4
688,1,123192,0.2469135802469129,0.0,0.047572781041324584,1,1,3,3
761,1,112995,0.6975308641975309,0.0,0.04363502819797123,0,2,2,2
762,1,112995,0.7037037037037033,0.0,0.04363502819797123,0,2,2,2
733,1,109598,0.5246913580246915,0.0,0.042323216252411616,0,2,2,2
793,1,255400,0.8950617283950617,0.0,0.0986272507789004,0,0,0,0
768,1,112617,0.7407407407407405,0.0,0.04348905677747622,0,2,2,2
689,1,112147,0.2530864197530862,0.0,0.04330755792130518,1,1,3,3
798,1,121320,0.9259259259259256,0.0,0.046849874958873126,0,0,0,0
748,1,186093,0.617283950617284,0.0,0.07186312051369582,0,2,2,2
794,1,115200,0.9012345679012341,0.0,0.04448652815085876,0,0,0,0
655,1,112147,0.043209876543209624,0.0,0.04330755792130518,1,1,1,1
687,1,112147,0.24074074074074048,0.0,0.04330755792130518,1,1,3,3
785,1,9909,0.8456790123456788,0.0,0.0038265365229762103,0,0,0,0
651,1,112147,0.018518518518518157,0.0,0.04330755792130518,1,1,1,1
727,1,109598,0.48765432098765427,0.0,0.042323216252411616,1,2,2,4
659,1,112147,0.06790123456790109,0.0,0.04330755792130518,1,1,1,1
680,1,112147,0.19753086419753085,0.0,0.04330755792130518,1,1,3,3
701,1,150946,0.3271604938271606,0.0,0.058290481582113945,1,1,3,4
786,2,234475,0.8518518518518512,0.045454545454545456,0.09054669000149833,0,0,0,0
797,1,120000,0.9197530864197532,0.0,0.04634013349047787,0,0,0,0
710,1,109598,0.382716049382716,0.0,0.042323216252411616,1,2,3,4
722,1,145282,0.4567901234567895,0.0,0.05610322728136339,1,2,2,4
780,1,114475,0.8148148148148149,0.0,0.044206556511020456,0,0,0,0
721,1,112147,0.45061728395061706,0.0,0.04330755792130518,1,2,2,4
672,1,123192,0.14814814814814792,0.0,0.047572781041324584,1,1,3,3
785,1,114475,0.8456790123456788,0.0,0.044206556511020456,0,0,0,0
662,1,112147,0.08641975308641925,0.0,0.04330755792130518,1,1,1,1
731,1,120643,0.5123456790123457,0.0,0.04658843937243102,1,2,2,4
765,1,112617,0.7222222222222223,0.0,0.04348905677747622,0,2,2,2
672,1,112147,0.14814814814814792,0.0,0.04330755792130518,1,1,3,3
772,2,245876,0.765432098765432,0.045454545454545456,0.09494938885087281,0,2,2,2
697,1,51684,0.30246913580246915,0.0,0.01995869549434882,1,1,3,3
688,1,112147,0.2469135802469129,0.0,0.04330755792130518,1,1,3,3
682,1,112147,0.2098765432098766,0.0,0.04330755792130518,1,1,3,3
680,1,156326,0.19753086419753085,0.0,0.0603680642336037,1,1,3,3
780,1,114475,0.8148148148148149,0.0,0.044206556511020456,0,0,0,0
704,1,119935,0.34567901234567877,0.0,0.0463150325848372,1,1,3,4
674,1,112147,0.16049382716049365,0.0,0.04330755792130518,1,1,3,3
769,1,111617,0.7469135802469129,0.0,0.043102888998388905,0,2,2,2
685,1,112147,0.22839506172839474,0.0,0.04330755792130518,1,1,3,3
762,1,112995,0.7037037037037033,0.0,0.04363502819797123,0,2,2,2
699,1,109598,0.3148148148148149,0.0,0.042323216252411616,1,1,3,3
682,1,22090,0.2098765432098766,0.0,0.008530446240038802,1,1,3,3
789,1,124384,0.8703703703703702,0.0,0.048033093033996666,0,0,0,0
672,1,112147,0.14814814814814792,0.0,0.04330755792130518,1,1,3,3
734,1,109598,0.5308641975308639,0.0,0.042323216252411616,0,2,2,2
663,1,112147,0.09259259259259256,0.0,0.04330755792130518,1,1,1,1
685,1,123192,0.22839506172839474,0.0,0.047572781041324584,1,1,3,3
677,1,112147,0.1790123456790118,0.0,0.04330755792130518,1,1,3,3
694,1,31010,0.2839506172839501,0.0,0.011975062829497658,1,1,3,3
798,1,121720,0.9259259259259256,0.0,0.047004342070508055,0,0,0,0
791,1,115200,0.882716049382716,0.0,0.04448652815085876,0,0,0,0
716,1,219197,0.4197530864197532,0.0,0.08464681867260232,1,2,2,4
680,1,369576,0.19753086419753085,0.0,0.14271834312397375,1,1,3,3
719,1,112147,0.43827160493827133,0.0,0.04330755792130518,1,2,2,4
673,1,112147,0.15432098765432034,0.0,0.04330755792130518,1,1,3,3
762,1,112995,0.7037037037037033,0.0,0.04363502819797123,0,2,2,2
698,1,109598,0.30864197530864157,0.0,0.042323216252411616,1,1,3,3
789,1,29728,0.8703703703703702,0.0,0.011479995736707719,0,0,0,0
663,1,112147,0.09259259259259256,0.0,0.04330755792130518,1,1,1,1
681,1,112147,0.20370370370370328,0.0,0.04330755792130518,1,1,3,3
672,1,112147,0.14814814814814792,0.0,0.04330755792130518,1,1,3,3
669,1,112147,0.12962962962962976,0.0,0.04330755792130518,1,1,1,1
652,1,112147,0.024691358024691468,0.0,0.04330755792130518,1,1,1,1
650,1,112147,0.012345679012345734,0.0,0.04330755792130518,1,1,1,1
688,1,112147,0.2469135802469129,0.0,0.04330755792130518,1,1,3,3
780,1,116355,0.8148148148148149,0.0,0.044932551935704605,0,0,0,0
754,1,207855,0.6543209876543203,0.0,0.08026690372219399,0,2,2,2
673,1,91147,0.15432098765432034,0.0,0.035198034560471554,1,1,3,3
780,1,114475,0.8148148148148149,0.0,0.044206556511020456,0,0,0,0
703,1,109598,0.33950617283950635,0.0,0.042323216252411616,1,1,3,4
671,1,268474,0.1419753086419755,0.0,0.10367600832268797,1,1,3,3
703,1,109598,0.33950617283950635,0.0,0.042323216252411616,1,1,3,4
743,1,112995,0.5864197530864192,0.0,0.04363502819797123,0,2,2,2
734,1,230242,0.5308641975308639,0.0,0.08891204179262172,0,2,2,2
752,1,186093,0.6419753086419746,0.0,0.07186312051369582,0,2,2,2
722,1,112147,0.4567901234567895,0.0,0.04330755792130518,1,2,2,4
761,1,112995,0.6975308641975309,0.0,0.04363502819797123,0,2,2,2
791,1,125200,0.882716049382716,0.0,0.04834820594173191,0,0,0,0
670,1,112147,0.13580246913580218,0.0,0.04330755792130518,1,1,1,1
662,2,235339,0.08641975308641925,0.045454545454545456,0.09088033896262977,1,1,1,1
769,1,114097,0.7469135802469129,0.0,0.04406058509052545,0,2,2,2
662,1,112147,0.08641975308641925,0.0,0.04330755792130518,1,1,1,1
760,1,112995,0.6913580246913575,0.0,0.04363502819797123,0,2,2,2
800,1,81360,0.9382716049382713,0.0,0.031418610506544,0,0,0,0
780,1,114475,0.8148148148148149,0.0,0.044206556511020456,0,0,0,0
725,1,114696,0.47530864197530853,0.0,0.044291899590198754,1,2,2,4
687,1,112147,0.24074074074074048,0.0,0.04330755792130518,1,1,3,3
762,1,225990,0.7037037037037033,0.0,0.08727005639594246,0,2,2,2
657,1,55224,0.05555555555555536,0.0,0.021325729432317916,1,1,1,1
760,1,112995,0.6913580246913575,0.0,0.04363502819797123,0,2,2,2
654,1,112147,0.0370370370370372,0.0,0.04330755792130518,1,1,1,1
688,1,112147,0.2469135802469129,0.0,0.04330755792130518,1,1,3,3
762,1,112995,0.7037037037037033,0.0,0.04363502819797123,0,2,2,2
705,1,109598,0.3518518518518512,0.0,0.042323216252411616,1,1,3,4
718,1,547992,0.4320987654320989,0.0,0.21161685359761626,1,2,2,4
762,1,112995,0.7037037037037033,0.0,0.04363502819797123,0,2,2,2
761,1,112995,0.6975308641975309,0.0,0.04363502819797123,0,2,2,2
756,1,112995,0.6666666666666661,0.0,0.04363502819797123,0,2,2,2
777,1,114417,0.7962962962962958,0.0,0.04418415877983339,0,0,0,0
670,1,224294,0.13580246913580218,0.0,0.08661511584261036,1,1,1,1
678,1,112147,0.18518518518518512,0.0,0.04330755792130518,1,1,3,3
689,1,112147,0.2530864197530862,0.0,0.04330755792130518,1,1,3,3
679,1,112147,0.19135802469135754,0.0,0.04330755792130518,1,1,3,3
663,1,112147,0.09259259259259256,0.0,0.04330755792130518,1,1,1,1
687,1,112147,0.24074074074074048,0.0,0.04330755792130518,1,1,3,3
750,1,218736,0.6296296296296298,0.0,0.08446879532644307,0,2,2,2
684,1,112147,0.22222222222222232,0.0,0.04330755792130518,1,1,3,3
761,1,112995,0.6975308641975309,0.0,0.04363502819797123,0,2,2,2
720,1,112147,0.44444444444444464,0.0,0.04330755792130518,1,2,2,4
695,1,119935,0.2901234567901234,0.0,0.0463150325848372,1,1,3,3
680,1,112147,0.19753086419753085,0.0,0.04330755792130518,1,1,3,3
761,1,20367,0.6975308641975309,0.0,0.007865079156671357,0,2,2,2
688,1,112147,0.2469135802469129,0.0,0.04330755792130518,1,1,3,3
757,1,112995,0.6728395061728394,0.0,0.04363502819797123,0,2,2,2
663,1,112147,0.09259259259259256,0.0,0.04330755792130518,1,1,1,1
672,1,112147,0.14814814814814792,0.0,0.04330755792130518,1,1,3,3
672,1,112147,0.14814814814814792,0.0,0.04330755792130518,1,1,3,3
707,1,109598,0.36419753086419693,0.0,0.042323216252411616,1,2,3,4
668,1,112147,0.12345679012345645,0.0,0.04330755792130518,1,1,1,1
785,1,114475,0.8456790123456788,0.0,0.044206556511020456,0,0,0,0
779,1,114475,0.8086419753086416,0.0,0.044206556511020456,0,0,0,0
765,1,156267,0.7222222222222223,0.0,0.06034528033463755,0,2,2,2
689,1,112147,0.2530864197530862,0.0,0.04330755792130518,1,1,3,3
719,1,224294,0.43827160493827133,0.0,0.08661511584261036,1,2,2,4
762,1,10184,0.7037037037037033,0.0,0.003932732662225222,0,2,2,2
759,1,112995,0.6851851851851851,0.0,0.04363502819797123,0,2,2,2
805,1,130000,0.9691358024691352,0.0,0.05020181128135103,0,0,0,0
759,1,112995,0.6851851851851851,0.0,0.04363502819797123,0,2,2,2
798,1,225000,0.9259259259259256,0.0,0.08688775029464602,0,0,0,0
783,1,116115,0.833333333333333,0.0,0.04483987166872365,0,0,0,0
757,1,112995,0.6728395061728394,0.0,0.04363502819797123,0,2,2,2
661,1,112147,0.08024691358024683,0.0,0.04330755792130518,1,1,1,1
780,1,19819,0.8148148148148149,0.0,0.007653459213731508,0,0,0,0
700,2,224294,0.3209876543209873,0.045454545454545456,0.08661511584261036,1,1,3,4
729,1,219197,0.5,0.0,0.08464681867260232,1,2,2,4
709,1,109598,0.37654320987654266,0.0,0.042323216252411616,1,2,3,4
663,1,123192,0.09259259259259256,0.0,0.047572781041324584,1,1,1,1
656,1,112147,0.049382716049382935,0.0,0.04330755792130518,1,1,1,1
690,1,112147,0.25925925925925863,0.0,0.04330755792130518,1,1,3,3
674,1,112147,0.16049382716049365,0.0,0.04330755792130518,1,1,3,3
784,1,99093,0.8395061728395063,0.0,0.03826652373309936,0,0,0,0
717,1,109598,0.4259259259259256,0.0,0.042323216252411616,1,2,2,4
761,1,112995,0.6975308641975309,0.0,0.04363502819797123,0,2,2,2
672,1,112147,0.14814814814814792,0.0,0.04330755792130518,1,1,3,3
766,1,112617,0.7283950617283947,0.0,0.04348905677747622,0,2,2,2
688,1,224294,0.2469135802469129,0.0,0.08661511584261036,1,1,3,3
694,1,109598,0.2839506172839501,0.0,0.042323216252411616,1,1,3,3
736,1,118482,0.5432098765432096,0.0,0.04575393080182333,0,2,2,2
653,1,112147,0.03086419753086389,0.0,0.04330755792130518,1,1,1,1
730,1,109598,0.5061728395061724,0.0,0.042323216252411616,1,2,2,4
768,1,114017,0.7407407407407405,0.0,0.044029691668198465,0,2,2,2
694,1,109598,0.2839506172839501,0.0,0.042323216252411616,1,1,3,3
681,1,112147,0.20370370370370328,0.0,0.04330755792130518,1,1,3,3
694,1,109598,0.2839506172839501,0.0,0.042323216252411616,1,1,3,3
668,1,55224,0.12345679012345645,0.0,0.021325729432317916,1,1,1,1
785,1,230589,0.8456790123456788,0.0,0.08904604201196502,0,0,0,0
785,1,114475,0.8456790123456788,0.0,0.044206556511020456,0,0,0,0
684,1,112147,0.22222222222222232,0.0,0.04330755792130518,1,1,3,3
760,1,112995,0.6913580246913575,0.0,0.04363502819797123,0,2,2,2
667,1,112147,0.11728395061728403,0.0,0.04330755792130518,1,1,1,1
681,1,123192,0.20370370370370328,0.0,0.047572781041324584,1,1,3,3
676,1,112147,0.17283950617283939,0.0,0.04330755792130518,1,1,3,3
726,1,109598,0.48148148148148096,0.0,0.042323216252411616,1,2,2,4
673,1,103147,0.15432098765432034,0.0,0.039832047909519344,1,1,3,3
661,1,112147,0.08024691358024683,0.0,0.04330755792130518,1,1,1,1
762,1,112995,0.7037037037037033,0.0,0.04363502819797123,0,2,2,2
669,1,112147,0.12962962962962976,0.0,0.04330755792130518,1,1,1,1
694,1,109598,0.2839506172839501,0.0,0.042323216252411616,1,1,3,3
788,1,114475,0.8641975308641969,0.0,0.044206556511020456,0,0,0,0
734,1,109598,0.5308641975308639,0.0,0.042323216252411616,0,2,2,2
668,1,224294,0.12345679012345645,0.0,0.08661511584261036,1,1,1,1
660,1,112147,0.07407407407407351,0.0,0.04330755792130518,1,1,1,1
762,1,112995,0.7037037037037033,0.0,0.04363502819797123,0,2,2,2
662,1,112147,0.08641975308641925,0.0,0.04330755792130518,1,1,1,1
