Recency,Frequency,Monetary,Recency_Norm,Frequency_Norm,Monetary_Norm,Model K = 2,Model K = 3,Model K = 4,Model K = 5
673,1,106147,0.15432098765432034,0.0,0.04099055124678129,1,1,3,3
681,1,112147,0.20370370370370328,0.0,0.04330755792130518,1,1,3,3
663,1,112147,0.09259259259259256,0.0,0.04330755792130518,1,1,1,1
780,1,115795,0.8148148148148149,0.0,0.04471629797941571,0,0,0,0
688,1,112147,0.2469135802469129,0.0,0.04330755792130518,1,1,3,3
675,1,112147,0.16666666666666607,0.0,0.04330755792130518,1,1,3,3
726,1,109598,0.48148148148148096,0.0,0.042323216252411616,1,2,2,4
725,1,114696,0.47530864197530853,0.0,0.044291899590198754,1,2,2,4
784,1,212187,0.8395061728395063,0.0,0.08193978254120024,0,0,0,0
774,1,11156,0.7777777777777777,0.0,0.004308087743498093,0,0,0,0
761,1,112995,0.6975308641975309,0.0,0.04363502819797123,0,2,2,2
730,1,109598,0.5061728395061724,0.0,0.042323216252411616,1,2,2,4
770,1,112617,0.7530864197530862,0.0,0.04348905677747622,0,2,2,2
791,1,115200,0.882716049382716,0.0,0.04448652815085876,0,0,0,0
771,1,68094,0.7592592592592586,0.0,0.02629570874917167,0,2,2,2
780,1,114475,0.8148148148148149,0.0,0.044206556511020456,0,0,0,0
663,1,112147,0.09259259259259256,0.0,0.04330755792130518,1,1,1,1
713,1,109598,0.40123456790123413,0.0,0.042323216252411616,1,2,3,4
773,1,113664,0.7716049382716044,0.0,0.04389337444218064,0,2,2,2
762,1,112995,0.7037037037037033,0.0,0.04363502819797123,0,2,2,2
714,1,109598,0.40740740740740744,0.0,0.042323216252411616,1,2,3,4
666,1,11045,0.11111111111111072,0.0,0.004265223120019401,1,1,1,1
663,1,22090,0.09259259259259256,0.0,0.008530446240038802,1,1,1,1
760,1,112995,0.6913580246913575,0.0,0.04363502819797123,0,2,2,2
760,1,112995,0.6913580246913575,0.0,0.04363502819797123,0,2,2,2
652,1,112147,0.024691358024691468,0.0,0.04330755792130518,1,1,1,1
658,1,112147,0.06172839506172778,0.0,0.04330755792130518,1,1,1,1
653,1,112147,0.03086419753086389,0.0,0.04330755792130518,1,1,1,1
762,1,112995,0.7037037037037033,0.0,0.04363502819797123,0,2,2,2
780,1,114475,0.8148148148148149,0.0,0.044206556511020456,0,0,0,0
782,1,144202,0.8271604938271606,0.0,0.055686166079949084,0,0,0,0
769,1,112617,0.7469135802469129,0.0,0.04348905677747622,0,2,2,2
694,1,130272,0.2839506172839501,0.0,0.05030684891726278,1,1,3,3
696,1,51684,0.29629629629629584,0.0,0.01995869549434882,1,1,3,3
683,1,112147,0.216049382716049,0.0,0.04330755792130518,1,1,3,3
687,1,112147,0.24074074074074048,0.0,0.04330755792130518,1,1,3,3
785,1,114475,0.8456790123456788,0.0,0.044206556511020456,0,0,0,0
767,1,112617,0.734567901234568,0.0,0.04348905677747622,0,2,2,2
677,1,112147,0.1790123456790118,0.0,0.04330755792130518,1,1,3,3
761,1,112995,0.6975308641975309,0.0,0.04363502819797123,0,2,2,2
735,1,107973,0.5370370370370372,0.0,0.041695693611394725,0,2,2,2
663,1,22090,0.09259259259259256,0.0,0.008530446240038802,1,1,1,1
706,1,49088,0.3580246913580245,0.0,0.01895620393983815,1,2,3,4
673,1,112147,0.15432098765432034,0.0,0.04330755792130518,1,1,3,3
721,1,112147,0.45061728395061706,0.0,0.04330755792130518,1,2,2,4
761,1,112995,0.6975308641975309,0.0,0.04363502819797123,0,2,2,2
664,1,112147,0.09876543209876498,0.0,0.04330755792130518,1,1,1,1
676,1,134237,0.17283950617283939,0.0,0.05183800416134399,1,1,3,3
785,1,114475,0.8456790123456788,0.0,0.044206556511020456,0,0,0,0
657,1,112147,0.05555555555555536,0.0,0.04330755792130518,1,1,1,1
718,1,109598,0.4320987654320989,0.0,0.042323216252411616,1,2,2,4
741,1,225990,0.5740740740740735,0.0,0.08727005639594246,0,2,2,2
